customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RegistrationDate,City,State,ZipCode,CustomerSegment,LastContactDate,TotalPayments,TotalPaid,AvgPayment,FailedPayments
5186-SAMNZ,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,Yes,2024-09-13,San Diego,CA,91916,Medium Value,2025-10-23,1,28.16,28.16,0
0447-RXSGD,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,No,2024-09-25,San Francisco,CA,91712,High Value,2025-12-21,5,413.43,82.69,1
4927-WWOOZ,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,No,2022-09-14,San Diego,CA,95035,High Value,2025-10-09,4,420.0,105.0,0
5788-YPOEG,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45,No,2021-07-31,San Diego,CA,94977,Low Value,2025-11-12,3,203.76,67.92,0
5373-SFODM,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,Yes,2022-01-19,Los Angeles,CA,95073,At Risk,,2,162.2,81.1,0
0661-KBKPA,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,No,2024-06-22,Santa Clarita,CA,90115,At Risk,2025-12-17,3,270.83,90.28,0
9081-WWXKP,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,873.4,No,2025-10-11,Sacramento,CA,95198,High Value,2025-11-04,2,147.52,73.76,0
0784-ZQJZX,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1529.65,No,2023-03-18,Sacramento,CA,96002,Medium Value,2025-11-22,2,108.73,54.36,0
3133-PZNSR,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.75,6991.6,No,2021-10-27,Santa Clarita,CA,93933,Medium Value,2025-11-13,4,336.46,84.12,2
5766-ZJYBB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,Yes,2023-04-07,Fresno,CA,92115,New Customer,2025-10-20,3,425.01,141.67,1
8931-GJJIQ,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,803.3,Yes,2020-02-05,Anaheim,CA,94595,At Risk,2026-01-05,2,116.01,58.0,1
4277-PVRAN,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,Yes,2021-05-29,Sacramento,CA,94095,At Risk,2025-10-18,2,58.74,29.37,1
0022-TCJCI,Male,1,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),62.7,2791.5,Yes,2025-08-10,Los Angeles,CA,95534,High Value,,1,94.59,94.59,0
0722-SVSFK,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,715,No,2024-06-30,Santa Clarita,CA,93730,High Value,,1,133.51,133.51,0
3612-YVGSJ,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1681.6,No,2025-06-21,San Jose,CA,93141,New Customer,,4,236.9,59.22,3
9825-YCXWZ,Female,1,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.1,4016.2,No,2021-11-29,Los Angeles,CA,90258,Low Value,,1,46.18,46.18,0
5397-NSKQG,Male,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,No,2020-09-27,San Jose,CA,90536,High Value,2025-10-17,5,420.31,84.06,1
8565-HBFNN,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.2,7317.1,No,2022-11-28,Fresno,CA,94094,New Customer,,5,356.57,71.31,0
2000-DHJUY,Female,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.2,6474.45,No,2022-03-30,San Diego,CA,92868,At Risk,2025-12-24,5,373.49,74.7,1
0203-HHYIJ,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.3,676.35,Yes,2024-05-23,Fresno,CA,91910,At Risk,2026-01-02,5,446.43,89.29,1
8670-ERCJH,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.4,8164.1,No,2023-04-19,Bakersfield,CA,93376,New Customer,,3,184.11,61.37,0
7758-UJWYS,Male,0,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,No,2022-06-23,Los Angeles,CA,92734,Low Value,,3,352.14,117.38,0
2050-ONYDQ,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.0,1654.85,No,2020-12-24,Oakland,CA,93571,Medium Value,,1,81.26,81.26,1
7055-JCGNI,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,No,2025-04-12,Oakland,CA,91742,At Risk,,4,330.32,82.58,1
0739-UUAJR,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.8,3952.45,No,2023-07-15,Santa Clarita,CA,95308,Medium Value,,5,316.26,63.25,0
4826-DXMUP,Male,0,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.1,2495.15,No,2022-01-11,San Diego,CA,93484,Low Value,2025-11-07,5,345.52,69.1,2
0952-KMEEH,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,Yes,2024-11-20,Oakland,CA,90288,High Value,,1,91.17,91.17,0
7285-KLOTR,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,876.75,No,2021-07-01,Fresno,CA,91624,At Risk,,1,43.89,43.89,0
0654-PQKDW,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,No,2020-06-30,Anaheim,CA,90984,New Customer,2025-12-31,5,553.44,110.69,1
7175-NTIXE,Female,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,No,2023-10-20,San Francisco,CA,91074,At Risk,,3,245.61,81.87,0
7963-SHNDT,Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1,No,2020-10-17,Fresno,CA,92068,Medium Value,2025-10-18,4,335.72,83.93,0
9796-BPKIW,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,562.7,No,2024-05-31,San Francisco,CA,95948,Low Value,,4,343.6,85.9,0
0188-GWFLE,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,33.7,No,2021-07-21,Santa Clarita,CA,90852,Medium Value,,3,172.15,57.38,0
8129-GMVGI,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,No,2025-03-12,Santa Clarita,CA,93328,Low Value,2026-01-04,4,324.41,81.1,2
2882-DDZPG,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,227.45,No,2025-09-08,Bakersfield,CA,91513,Medium Value,,2,121.64,60.82,1
3547-LQRIK,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.9,1250.85,No,2020-05-14,Fresno,CA,91357,Medium Value,,1,128.37,128.37,0
9137-NOQKA,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,37.2,No,2022-09-05,San Jose,CA,91064,High Value,,5,480.34,96.07,3
5843-TTHGI,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,No,2022-07-31,Anaheim,CA,92777,New Customer,2025-11-14,4,385.44,96.36,0
1849-RJYIG,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,No,2020-10-20,Santa Clarita,CA,93646,Medium Value,,3,298.26,99.42,1
8868-GAGIO,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55,3713.95,No,2023-01-26,San Diego,CA,94216,Medium Value,,2,173.23,86.62,0
4061-UKJWL,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45,141.7,No,2021-08-11,Bakersfield,CA,90318,At Risk,,2,76.96,38.48,0
5380-XPJNZ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,No,2025-09-08,Fresno,CA,95570,High Value,,5,396.7,79.34,0
8263-QMNTJ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,No,2023-11-18,Los Angeles,CA,94216,Medium Value,,2,80.83,40.42,0
8178-EYZUO,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8,Yes,2022-05-15,San Diego,CA,94766,New Customer,2025-12-27,3,267.33,89.11,1
3230-JCNZS,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.65,No,2024-09-08,San Francisco,CA,93037,Low Value,,5,526.58,105.32,1
0277-ORXQS,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,No,2020-09-13,Anaheim,CA,92014,Low Value,,3,189.37,63.12,0
5130-IEKQT,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.95,2655.25,Yes,2023-12-10,Fresno,CA,91830,New Customer,2025-11-09,5,421.76,84.35,0
3230-WYKIR,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,Yes,2023-08-27,San Francisco,CA,95417,New Customer,2025-11-16,3,391.39,130.46,3
7996-BPXHY,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,No,2021-08-21,Sacramento,CA,95098,High Value,,1,103.22,103.22,0
3227-WLKLI,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55,5963.95,No,2024-02-21,Bakersfield,CA,90837,High Value,2025-10-26,4,343.14,85.78,0
0407-BDJKB,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,5742.9,Yes,2021-12-01,San Diego,CA,92115,At Risk,2025-10-25,5,444.67,88.93,2
2266-FUBDZ,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,No,2025-12-26,San Diego,CA,92365,Low Value,2025-12-03,3,182.99,61.0,1
8237-ULIXL,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1871.85,No,2020-04-07,Santa Clarita,CA,91708,High Value,2025-11-01,5,474.2,94.84,0
9600-UDOPK,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,Yes,2025-10-16,Sacramento,CA,91083,New Customer,2025-12-31,3,226.72,75.57,1
8216-AZUUZ,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4,4303.65,No,2022-02-07,Sacramento,CA,92387,High Value,2025-11-22,2,176.48,88.24,0
9153-BTBVV,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1753,No,2021-01-16,San Diego,CA,94419,High Value,,1,143.99,143.99,1
4074-SJFFA,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,2024-06-13,San Jose,CA,91136,Medium Value,,4,254.34,63.58,2
3269-ATYWD,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,Yes,2022-12-20,San Diego,CA,91247,High Value,2025-10-09,3,251.04,83.68,1
5186-PEIZU,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,617.65,No,2020-01-21,San Jose,CA,93842,At Risk,2025-12-13,3,310.34,103.45,0
1074-AMIOH,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,No,2024-05-31,Fresno,CA,93804,New Customer,2025-10-24,2,166.13,83.07,1
4910-GMJOT,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,Yes,2021-11-01,Sacramento,CA,94996,High Value,2025-12-30,5,438.87,87.77,1
0354-WYROK,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,Yes,2022-11-06,Santa Clarita,CA,96190,High Value,,2,127.11,63.55,0
4361-FEBGN,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,982.95,No,2022-01-17,Santa Clarita,CA,95531,Low Value,2025-11-05,4,302.93,75.73,0
7748-UMTRK,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,No,2020-03-06,San Diego,CA,92095,New Customer,2026-01-03,2,77.32,38.66,0
0380-ZCSBI,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,No,2023-05-12,San Francisco,CA,90082,Low Value,2026-01-02,1,32.27,32.27,0
7145-FEJWU,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,No,2024-05-14,Santa Clarita,CA,90212,Low Value,2025-10-26,2,168.21,84.1,0
6463-MVYRY,Female,1,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.85,4003,No,2024-11-10,Fresno,CA,93142,New Customer,,5,427.64,85.53,0
3969-JQABI,Female,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.25,3791.6,No,2022-11-08,Fresno,CA,95000,Medium Value,,5,476.35,95.27,0
9624-EGDEQ,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,813.3,No,2025-01-25,Oakland,CA,90881,Medium Value,2026-01-05,5,463.48,92.7,2
1051-EQPZR,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,780.25,No,2021-08-06,Anaheim,CA,93652,At Risk,2025-12-24,3,234.36,78.12,0
5849-ASHZJ,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,552.9,No,2021-12-15,Fresno,CA,93917,New Customer,,2,216.71,108.35,0
5780-INQIK,Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,No,2025-08-23,Bakersfield,CA,90377,New Customer,2025-10-15,1,125.44,125.44,0
7576-OYWBN,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,Yes,2023-12-29,San Francisco,CA,91696,High Value,2025-12-05,1,124.77,124.77,0
4526-ZJJTM,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,No,2025-09-10,San Francisco,CA,94565,New Customer,2025-10-30,2,190.2,95.1,0
8384-FZBJK,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,5611.7,No,2023-07-22,Sacramento,CA,95220,At Risk,2025-12-08,5,388.44,77.69,3
3750-RNQKR,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,246.25,No,2020-11-21,San Diego,CA,94212,High Value,2025-12-27,4,419.69,104.92,0
0962-CQPWQ,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,No,2022-05-05,Anaheim,CA,92813,Medium Value,2025-10-31,5,429.12,85.82,2
3096-YXENJ,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.65,7082.85,No,2021-07-29,San Francisco,CA,90999,High Value,2025-11-21,5,475.0,95.0,2
1265-BCFEO,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5662.25,No,2022-05-24,Fresno,CA,92445,Low Value,2025-10-09,4,264.48,66.12,0
5837-LXSDN,Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.85,1215.45,No,2024-11-16,Sacramento,CA,95696,Low Value,2025-11-03,4,336.87,84.22,1
5945-AZYHT,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.6,7854.15,No,2025-05-15,Anaheim,CA,91182,New Customer,,4,391.41,97.85,0
8325-QRPZR,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.15,525,No,2023-09-06,San Diego,CA,91766,At Risk,,1,99.87,99.87,0
6384-VMJHP,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2,No,2020-09-16,Anaheim,CA,92151,Low Value,2025-12-02,3,306.4,102.13,1
2262-SLNVK,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,No,2020-08-30,Santa Clarita,CA,90908,At Risk,,2,151.53,75.76,1
7730-CLDSV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.65,7129.45,No,2021-11-29,San Francisco,CA,94285,Medium Value,,3,110.94,36.98,0
1135-HIORI,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.45,7266.95,No,2020-03-04,San Diego,CA,90150,Medium Value,2025-11-04,2,88.01,44.0,0
0164-APGRB,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.9,8496.7,No,2021-06-06,Sacramento,CA,91107,High Value,2025-10-22,4,413.91,103.48,0
6481-ESCNL,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,No,2020-01-10,Fresno,CA,91753,Medium Value,2025-11-10,2,64.11,32.06,1
1790-NESIO,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.4,261.3,No,2025-01-21,Bakersfield,CA,94713,Medium Value,,4,427.89,106.97,2
1550-EENBN,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.35,3205.6,No,2021-02-22,Fresno,CA,90966,New Customer,2026-01-02,3,259.35,86.45,1
5539-TMZLF,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,Yes,2021-06-03,San Jose,CA,93046,New Customer,2025-12-24,4,336.53,84.13,0
4323-SADQS,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,Yes,2023-10-03,San Diego,CA,96036,At Risk,2026-01-04,3,181.02,60.34,1
4446-BZKHU,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.55,6281.45,Yes,2024-12-30,San Jose,CA,93606,High Value,2025-11-29,5,439.72,87.94,0
5202-IVJNU,Female,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,Yes,2020-04-11,Oakland,CA,90445,High Value,,4,320.38,80.1,2
5976-JCJRH,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,738.2,Yes,2020-09-17,San Diego,CA,91925,Medium Value,2025-10-18,2,175.04,87.52,2
8198-RKSZG,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,No,2025-08-27,Oakland,CA,91533,High Value,2025-11-30,1,107.65,107.65,0
0137-OCGAB,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.2,80.2,Yes,2022-11-10,Sacramento,CA,95452,At Risk,2025-11-11,4,367.13,91.78,0
3351-NQLDI,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.35,6341.45,Yes,2021-07-16,Fresno,CA,95057,At Risk,2025-10-25,5,414.43,82.89,3
9297-EONCV,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.35,6697.2,No,2024-12-29,Fresno,CA,91241,New Customer,,5,348.03,69.61,0
7593-JNWRU,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8,Yes,2020-02-19,Anaheim,CA,91824,Low Value,,4,300.79,75.2,0
4588-YBNIB,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,2024-07-03,Santa Clarita,CA,94865,At Risk,2025-11-03,4,212.11,53.03,2
1069-QJOEE,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.9,505.45,No,2024-08-20,Oakland,CA,93182,Low Value,,4,334.66,83.66,0
3336-JORSO,Female,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.45,3655.45,Yes,2021-02-28,San Francisco,CA,94726,High Value,2025-12-04,3,141.23,47.08,0
7799-DSEWS,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,1299.8,No,2025-02-06,Oakland,CA,93967,At Risk,,4,263.04,65.76,2
8766-PAFNE,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1,5564.85,No,2025-05-07,Bakersfield,CA,94155,Medium Value,2025-12-31,1,140.44,140.44,0
5315-CKEQK,Male,1,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.0,1381.8,No,2024-07-26,Fresno,CA,95754,New Customer,2025-11-12,3,327.08,109.03,0
3130-ICDUP,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55,188.1,No,2025-06-21,San Francisco,CA,91203,Low Value,2025-11-30,4,342.29,85.57,1
0820-FNRNX,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,1077.05,No,2022-03-16,Santa Clarita,CA,92196,New Customer,,2,178.23,89.12,0
0880-FVFWF,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.4,4922.4,No,2020-12-11,Bakersfield,CA,90437,Low Value,2025-12-02,4,339.3,84.82,2
4611-ANLQC,Female,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.05,2911.5,No,2021-08-19,San Jose,CA,94451,At Risk,2025-11-10,4,392.46,98.12,0
4213-HKBJO,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,No,2020-04-14,Sacramento,CA,96147,Medium Value,2025-12-16,5,492.3,98.46,2
2792-LSHWX,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4,83.4,No,2022-11-12,Sacramento,CA,90931,At Risk,,1,148.03,148.03,0
